,text,created_at,place,hashtags,subjectivity,polarity,analysis,tokenized_tw
3807,poetlyricist rahat indori passes away in indore after testing  positive noted urdu poet and lyricist dr rahat indori passed away in indore on tuesday afternoon after testing positive for  on monday night he  bollywood entertainment,wed aug 12 23:23:02 +0000 2020,"brampton, ontario",bollywood entertainment,0.5454545454545454,0.22727272727272727,positive,"['poetlyricist', 'rahat', 'indori', 'passes', 'away', 'in', 'indore', 'after', 'testing', 'positive', 'noted', 'urdu', 'poet', 'and', 'lyricist', 'dr', 'rahat', 'indori', 'passed', 'away', 'in', 'indore', 'on', 'tuesday', 'afternoon', 'after', 'testing', 'positive', 'for', 'on', 'monday', 'night', 'he', 'bollywood', 'entertainment']"
3808,we meet all lifes greatest tests alone   danforth  july         ,thu aug 13 02:55:06 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,1.0,1.0,positive,"['we', 'meet', 'all', 'lifes', 'greatest', 'tests', 'alone', 'danforth', 'july']"
3809,we always have fun  i love you guys so much todays food was so delicious  redlobster scroll the pics to see a funny  picture   red lobster ,thu aug 13 00:09:14 +0000 2020,"toronto, ontario",redlobster,0.5,0.375,positive,"['we', 'always', 'have', 'fun', 'i', 'love', 'you', 'guys', 'so', 'much', 'todays', 'food', 'was', 'so', 'delicious', 'redlobster', 'scroll', 'the', 'pics', 'to', 'see', 'a', 'funny', 'picture', 'red', 'lobster']"
3810,throwback thursday to when i was living the old normal life shopping at my fave department store ordstrom i havent gone to the mall during this pandemic  just to let all of you know that i rounded up a bunch of ,thu aug 13 20:47:14 +0000 2020,"toronto, ontario",<na>,0.42499999999999993,0.125,positive,"['throwback', 'thursday', 'to', 'when', 'i', 'was', 'living', 'the', 'old', 'normal', 'life', 'shopping', 'at', 'my', 'fave', 'department', 'store', 'ordstrom', 'i', 'havent', 'gone', 'to', 'the', 'mall', 'during', 'this', 'pandemic', 'just', 'to', 'let', 'all', 'of', 'you', 'know', 'that', 'i', 'rounded', 'up', 'a', 'bunch', 'of']"
3811,david victoria beckham is  month today hes made this pandemic easier for us last picture is the day as got him at  months  dog englishbulldog stbernard puppy labradorretriever toronto ,thu aug 13 19:03:52 +0000 2020,"toronto, ontario",dog englishbulldog stbernard puppy labradorretriever toronto,0.06666666666666667,0.0,neutral,"['david', 'victoria', 'beckham', 'is', 'month', 'today', 'hes', 'made', 'this', 'pandemic', 'easier', 'for', 'us', 'last', 'picture', 'is', 'the', 'day', 'as', 'got', 'him', 'at', 'months', 'dog', 'englishbulldog', 'stbernard', 'puppy', 'labradorretriever', 'toronto']"
3812, week quarantine cut complete heres how i did it step by step without a gymweeks   reduced calories to approx  calories under maintenance weeks   added in  daily steps weeks   ,fri aug 14 18:58:03 +0000 2020,"pickering, ontario",<na>,0.2,0.05,positive,"['week', 'quarantine', 'cut', 'complete', 'heres', 'how', 'i', 'did', 'it', 'step', 'by', 'step', 'without', 'a', 'gymweeks', 'reduced', 'calories', 'to', 'approx', 'calories', 'under', 'maintenance', 'weeks', 'added', 'in', 'daily', 'steps', 'weeks']"
3813,sold  following months of lockdown people are reevaluating where they live natural light and outdoor space have never seemed more important that is why my client instantly fell in love with this adorable ,fri aug 14 21:42:38 +0000 2020,"toronto, ontario",<na>,0.6074074074074074,0.2818181818181818,positive,"['sold', 'following', 'months', 'of', 'lockdown', 'people', 'are', 'reevaluating', 'where', 'they', 'live', 'natural', 'light', 'and', 'outdoor', 'space', 'have', 'never', 'seemed', 'more', 'important', 'that', 'is', 'why', 'my', 'client', 'instantly', 'fell', 'in', 'love', 'with', 'this', 'adorable']"
3814,chiropractor ready to care for patients office is clean  screening ready mask check goggles check hands and brain ready to diagnose teach and provide manual therapy for whatever is ailing you these ,thu aug 13 17:12:42 +0000 2020,"toronto, ontario",<na>,0.55,0.24166666666666664,positive,"['chiropractor', 'ready', 'to', 'care', 'for', 'patients', 'office', 'is', 'clean', 'screening', 'ready', 'mask', 'check', 'goggles', 'check', 'hands', 'and', 'brain', 'ready', 'to', 'diagnose', 'teach', 'and', 'provide', 'manual', 'therapy', 'for', 'whatever', 'is', 'ailing', 'you', 'these']"
3815,last week of outside training  karate outdoortraining    mississauga valleys ,wed aug 12 23:09:36 +0000 2020,"mississauga, ontario",karate outdoortraining covid19 covid_19,0.058333333333333334,0.0,neutral,"['last', 'week', 'of', 'outside', 'training', 'karate', 'outdoortraining', 'mississauga', 'valleys']"
3816,today is wednesday august  coronavirus rules posted on the ttc transit systemhinhhuynh hinhhuynh engineer mba athlete single dad student entrepreneur    ,wed aug 12 21:08:34 +0000 2020,"toronto, ontario",engineer mba athlete single dad student entrepreneur,0.21428571428571427,-0.07142857142857142,negative,"['today', 'is', 'wednesday', 'august', 'coronavirus', 'rules', 'posted', 'on', 'the', 'ttc', 'transit', 'systemhinhhuynh', 'hinhhuynh', 'engineer', 'mba', 'athlete', 'single', 'dad', 'student', 'entrepreneur']"
3817,visitinglisbon is great comportas gorgeous but this afternoon im not sure id want to be anywhere other than mid  with  darsky l liveiranth and some cod at amadeus in ,fri aug 14 23:00:09 +0000 2020,"toronto, ontario",<na>,0.5827777777777777,0.225,positive,"['visitinglisbon', 'is', 'great', 'comportas', 'gorgeous', 'but', 'this', 'afternoon', 'im', 'not', 'sure', 'id', 'want', 'to', 'be', 'anywhere', 'other', 'than', 'mid', 'with', 'darsky', 'l', 'liveiranth', 'and', 'some', 'cod', 'at', 'amadeus', 'in']"
3818,summer blooms  summerflowers socialdistancing walkingthedog mytoronto toronto leaside davisvillevillage bayviewandeglinton sherwoodpark summer torontotogether  bayview and eglinton ,thu aug 13 18:26:44 +0000 2020,"toronto, ontario",summerflowers socialdistancing walkingthedog mytoronto toronto leaside davisvillevillage bayviewandeglinton sherwoodpark summer torontotogether,0.0,0.0,neutral,"['summer', 'blooms', 'summerflowers', 'socialdistancing', 'walkingthedog', 'mytoronto', 'toronto', 'leaside', 'davisvillevillage', 'bayviewandeglinton', 'sherwoodpark', 'summer', 'torontotogether', 'bayview', 'and', 'eglinton']"
3819,ive nicknamed these  drapes these have been waiting oh so long to land in their rightful place  the omofabrics velvet was an instant hit custom designed edge treatment banded with chumacher ribbon ,fri aug 14 02:18:20 +0000 2020,"toronto, ontario",<na>,0.3888888888888889,-0.016666666666666666,negative,"['ive', 'nicknamed', 'these', 'drapes', 'these', 'have', 'been', 'waiting', 'oh', 'so', 'long', 'to', 'land', 'in', 'their', 'rightful', 'place', 'the', 'omofabrics', 'velvet', 'was', 'an', 'instant', 'hit', 'custom', 'designed', 'edge', 'treatment', 'banded', 'with', 'chumacher', 'ribbon']"
3820,revisiting rc harris water treatment   east york  july          ,fri aug 14 03:50:14 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3821,houses of the beaches   the beaches  july            ,fri aug 14 22:17:32 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.0,0.0,neutral,"['houses', 'of', 'the', 'beaches', 'the', 'beaches', 'july']"
3822,revisiting rc harris water treatment   east york  july          ,thu aug 13 20:55:57 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3823,revisiting rc harris water treatment   east york  july          ,fri aug 14 02:48:38 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3824,are you in anxiety in this worried about your job business economy or personal relationshipeven are you confused to clarify what is you goaloryou feel you are okay but inside in your mind a little ,fri aug 14 07:08:45 +0000 2020,"toronto, ontario",<na>,0.5,-0.021875000000000006,negative,"['are', 'you', 'in', 'anxiety', 'in', 'this', 'worried', 'about', 'your', 'job', 'business', 'economy', 'or', 'personal', 'relationshipeven', 'are', 'you', 'confused', 'to', 'clarify', 'what', 'is', 'you', 'goaloryou', 'feel', 'you', 'are', 'okay', 'but', 'inside', 'in', 'your', 'mind', 'a', 'little']"
3825,last of the set revisiting rc harris water treatment   east york  july         ,fri aug 14 13:58:52 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery,0.06666666666666667,0.0,neutral,"['last', 'of', 'the', 'set', 'revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3826,seen on queen   the beaches  july             ,sat aug 15 05:01:24 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['seen', 'on', 'queen', 'the', 'beaches', 'july']"
3827,waterloo study reveals why  virus impacts patients differently previously scientists have determined that entry of sarscov into cells occurs through a receptor on the cell surface known as ace  canada  featured health ,thu aug 13 21:20:03 +0000 2020,"brampton, ontario",canada covid19 featured health ontario,0.16666666666666666,-0.16666666666666666,negative,"['waterloo', 'study', 'reveals', 'why', 'virus', 'impacts', 'patients', 'differently', 'previously', 'scientists', 'have', 'determined', 'that', 'entry', 'of', 'sarscov', 'into', 'cells', 'occurs', 'through', 'a', 'receptor', 'on', 'the', 'cell', 'surface', 'known', 'as', 'ace', 'canada', 'featured', 'health']"
3828,revisiting rc harris water treatment   east york  july          ,fri aug 14 03:48:04 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3829,bulging burgers   the beaches  july             ,sat aug 15 04:59:27 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['bulging', 'burgers', 'the', 'beaches', 'july']"
3830,sometimes rules need to be broken sometimes friendship has to trump  precautions today we enjoyed an amazing socially distanced visit mask wearing hug but needed a mask free picture friendship ,fri aug 14 00:24:42 +0000 2020,"newmarket, ontario",friendship,0.5733333333333335,0.22666666666666666,positive,"['sometimes', 'rules', 'need', 'to', 'be', 'broken', 'sometimes', 'friendship', 'has', 'to', 'trump', 'precautions', 'today', 'we', 'enjoyed', 'an', 'amazing', 'socially', 'distanced', 'visit', 'mask', 'wearing', 'hug', 'but', 'needed', 'a', 'mask', 'free', 'picture', 'friendship']"
3831,rs l cr needed to complete stalled india projects new delhi with the  pandemic bringing the alreadystressed real estate sector to a grinding halt the president of naredco niranjan hiranandani has said that  business realestate,thu aug 13 23:19:32 +0000 2020,"brampton, ontario",business realestate,0.38484848484848483,0.14545454545454548,positive,"['rs', 'l', 'cr', 'needed', 'to', 'complete', 'stalled', 'india', 'projects', 'new', 'delhi', 'with', 'the', 'pandemic', 'bringing', 'the', 'alreadystressed', 'real', 'estate', 'sector', 'to', 'a', 'grinding', 'halt', 'the', 'president', 'of', 'naredco', 'niranjan', 'hiranandani', 'has', 'said', 'that', 'business', 'realestate']"
3832,churchs stage is in final finishing steps churchs first service after the lockdown  be this friday  mississauga  ,wed aug 12 19:27:15 +0000 2020,"mississauga, ontario",<na>,0.6666666666666666,0.125,positive,"['churchs', 'stage', 'is', 'in', 'final', 'finishing', 'steps', 'churchs', 'first', 'service', 'after', 'the', 'lockdown', 'be', 'this', 'friday', 'mississauga']"
3833,revisiting rc harris water treatment   east york  july          ,fri aug 14 13:56:10 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['revisiting', 'rc', 'harris', 'water', 'treatment', 'east', 'york', 'july']"
3834,who would think  would be like this quarantine disrupted our plans and lifestyle it changed the way we care we work we consume and we lead maybe for the better as we can now take a step back and realize ,fri aug 14 00:17:22 +0000 2020,"toronto, ontario",<na>,0.25,0.25,positive,"['who', 'would', 'think', 'would', 'be', 'like', 'this', 'quarantine', 'disrupted', 'our', 'plans', 'and', 'lifestyle', 'it', 'changed', 'the', 'way', 'we', 'care', 'we', 'work', 'we', 'consume', 'and', 'we', 'lead', 'maybe', 'for', 'the', 'better', 'as', 'we', 'can', 'now', 'take', 'a', 'step', 'back', 'and', 'realize']"
3835,this job sucks    danforth  july            ,thu aug 13 03:01:54 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.3,-0.3,negative,"['this', 'job', 'sucks', 'danforth', 'july']"
3836,houses of east york   east york  july           ,sat aug 15 10:00:55 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['houses', 'of', 'east', 'york', 'east', 'york', 'july']"
3837,oak park deli   east york  july            ,sat aug 15 16:47:49 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['oak', 'park', 'deli', 'east', 'york', 'july']"
3838, the parks in our beautiful city serenagundypark socialdistancing walkingthedog  mytoronto toronto leaside davisvillevillage bayviewandeglinton summer torontotogether torontoparks ,sun aug 16 13:58:56 +0000 2020,"toronto, ontario",serenagundypark socialdistancing walkingthedog mytoronto toronto leaside davisvillevillage bayviewandeglinton summer torontotogether torontoparks,1.0,0.85,positive,"['the', 'parks', 'in', 'our', 'beautiful', 'city', 'serenagundypark', 'socialdistancing', 'walkingthedog', 'mytoronto', 'toronto', 'leaside', 'davisvillevillage', 'bayviewandeglinton', 'summer', 'torontotogether', 'torontoparks']"
3839,oak park deli in the background a great local takeout   east york  july         ,sat aug 15 16:46:29 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.375,0.4,positive,"['oak', 'park', 'deli', 'in', 'the', 'background', 'a', 'great', 'local', 'takeout', 'east', 'york', 'july']"
3840,noted singer sp balasubramanyams condition is critical noted playback singer sp balasubrahmanyam spb a  patient is on life support system and in a critical condition said mgm healthcare a private hospital in a  bollywood entertainment,sat aug 15 15:09:03 +0000 2020,"brampton, ontario",bollywood entertainment,0.6583333333333333,0.0,neutral,"['noted', 'singer', 'sp', 'balasubramanyams', 'condition', 'is', 'critical', 'noted', 'playback', 'singer', 'sp', 'balasubrahmanyam', 'spb', 'a', 'patient', 'is', 'on', 'life', 'support', 'system', 'and', 'in', 'a', 'critical', 'condition', 'said', 'mgm', 'healthcare', 'a', 'private', 'hospital', 'in', 'a', 'bollywood', 'entertainment']"
